Champion,Game,WinRate
Vi,32,0.625
Maokai,29,0.828
Jarvan IV,17,0.47100000000000003
Volibear,16,0.875
Wukong,16,0.5
Viego,15,0.667
Xin Zhao,14,0.35700000000000004
Sejuani,13,0.385
Zyra,12,0.833
Trundle,10,0.5
Brand,10,0.6
Pantheon,8,0.625
Nunu,8,0.625
Taliyah,8,0.75
Dr. Mundo,5,0.4
Ivern,4,0.5
Naafiri,4,0.25
Poppy,4,1.0
Rell,3,1.0
Gragas,3,0.33299999999999996
Skarner,2,0.5
Nocturne,1,0.0
Lillia,1,0.0
Elise,1,0.0
