Champion,Game,WinRate
Varus,84,0.667
Kalista,66,0.606
Ashe,53,0.585
Kaisa,52,0.5379999999999999
Xayah,50,0.46
Jinx,44,0.682
Draven,44,0.659
Aphelios,41,0.61
Ezreal,38,0.447
Lucian,35,0.6
Senna,31,0.613
Sivir,23,0.565
Jhin,21,0.619
KogMaw,20,0.75
Caitlyn,19,0.368
Miss Fortune,19,0.526
Tristana,15,0.467
Zeri,15,0.4
Seraphine,6,0.667
Corki,5,0.4
Smolder,4,0.5
Syndra,3,0.667
Ziggs,3,1.0
Sona,2,0.5
Cassiopeia,2,0.5
Vayne,2,0.5
Vladimir,1,0.0
Samira,1,1.0
Twitch,1,1.0
Nilah,1,1.0
Kennen,1,0.0
