Champion,Game,WinRate
Kaisa,58,0.655
Ezreal,56,0.48200000000000004
Zeri,41,0.537
Xayah,39,0.59
Aphelios,31,0.452
Jinx,31,0.516
Ashe,25,0.56
Kalista,23,0.565
Senna,19,0.474
Varus,19,0.526
Caitlyn,13,0.5379999999999999
Sivir,13,0.615
Miss Fortune,12,0.5
Lucian,6,0.5
Vayne,6,0.33299999999999996
Ziggs,6,0.667
Corki,6,0.667
Syndra,5,0.4
Tristana,5,0.6
Jhin,4,0.5
Smolder,4,0.25
Samira,2,1.0
KogMaw,1,1.0
Morgana,1,0.0
Veigar,1,0.0
Yasuo,1,0.0
