Champion,Game,WinRate
Wukong,26,0.5
Sejuani,25,0.72
Maokai,23,0.696
Xin Zhao,17,0.706
Vi,16,0.5
Viego,15,0.8
Skarner,13,0.769
Lillia,9,0.556
Rell,6,0.5
Zyra,5,0.4
Jax,5,0.6
Trundle,4,0.25
Nidalee,4,0.5
Lee Sin,4,0.75
Graves,3,0.0
Naafiri,3,0.33299999999999996
Pantheon,3,0.0
Poppy,3,0.33299999999999996
Taliyah,3,1.0
Brand,2,0.5
Jarvan IV,1,0.0
Ivern,1,0.0
KhaZix,1,0.0
Kindred,1,0.0
Nocturne,1,1.0
