Champion,PickBanRate,WinRate
Ezreal,0.5,0.429
Kalista,0.5670000000000001,0.5
Varus,0.36700000000000005,0.75
Senna,0.36700000000000005,0.625
Lucian,0.36700000000000005,0.5
Jhin,0.267,0.0
Corki,0.267,0.5
Kai'Sa,0.233,0.6
Sivir,0.233,1.0
Ziggs,0.233,1.0
Smolder,0.2,0.0
Tristana,0.133,0.0
Xayah,0.1,0.0
Miss Fortune,0.1,-1.0
Caitlyn,0.1,1.0
Aphelios,0.067,0.5
Zeri,0.067,0.0
Kog'Maw,0.033,0.0
Draven,0.033,-1.0
Jinx,0.033,-1.0
