Champion,Game,WinRate
Lee Sin,69,0.7390000000000001
Sejuani,61,0.6890000000000001
Viego,61,0.6890000000000001
Vi,48,0.667
Xin Zhao,41,0.732
Poppy,33,0.727
Wukong,31,0.581
Maokai,26,0.385
Nocturne,21,0.857
Nidalee,21,0.619
Jarvan IV,17,0.647
Rell,16,0.813
Lillia,12,0.583
Graves,10,0.6
Diana,10,0.7
Kha'Zix,8,0.625
Kindred,5,0.2
Zyra,4,0.25
Skarner,4,0.75
Elise,4,1.0
Ivern,4,0.25
Hecarim,4,0.75
Trundle,4,0.5
Talon,3,1.0
Jax,2,0.0
