Champion,Game,WinRate
Azir,16,0.688
Viktor,11,0.727
Taliyah,9,0.667
Corki,7,0.5710000000000001
Galio,6,0.5
Yone,5,0.6
Aurora,4,0.25
Tristana,4,0.75
Mel,3,0.33299999999999996
Sylas,3,1.0
Orianna,3,0.667
Akali,3,0.667
Ahri,3,0.667
Swain,2,1.0
Ryze,2,1.0
Annie,2,0.5
Jayce,1,1.0
Vladimir,1,1.0
Aurelion Sol,1,1.0
Camille,1,1.0
Cassiopeia,1,0.0
