Champion,PickBanRate,WinRate
Rumble,0.44,0.75
Sion,0.39,0.4
Renekton,0.39,1.0
Jayce,0.33,0.0
Gwen,0.28,0.5
Yorick,0.28,0.33
Ornn,0.28,0.5
Gnar,0.22,0.0
Camille,0.22,0.67
Jax,0.11,0.0
Atrox,0.11,1.0
Ambessa,0.11,0.5
K'Sante,0.11,1.0
Cho'Gath,0.06,1.0
Kennen,0.06,0.0
