Champion,PickBanRate,WinRate
Yone,0.78,0.0
Azir,0.67,0.67
Taliyah,0.61,0.33
Viktor,0.5,0.0
Galio,0.33,0.0
Ryze,0.33,0.8
Ahri,0.33,0.6
Jayce,0.33,0.0
Annie,0.22,0.5
Twisted Fate,0.17,1.0
Sylas,0.17,0.5
Akali,0.11,1.0
Oriana,0.11,0.5
Kassadin,0.06,1.0
Zoe,0.06,1.0
